Date,SRC,ID,loan_amnt,int_rate,installment,grade_new,annual_inc,verification_status_new,addr_state,fico_pct_change_new,revol_bal,revol_util,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_amnt,tot_cur_bal,total_rev_hi_lim,avg_cur_bal,tot_hi_cred_lim,total_bal_ex_mort,total_il_high_credit_limit,loan_status_new
6/1/2017,S&P,110758006,35000,14.08,1197.58,1,95000,1,NY,0,12604,11.8,7158.1,4862.16,2295.94,1197.58,43358,106600,2282,150058,43358,43458,0
2/1/2016,Reuters,70043082,6800,5.32,204.79,1,70000,1,MN,1,142,0.5,4503.37,4026.4,476.97,204.79,153131,26500,13921,213500,4758,7000,0
12/1/2016,Fake,95126987,12000,11.39,395.09,1,85000,1,NH,0,9444,97.4,4733.49,3556.13,1177.36,395.09,295777,9700,49296,304400,67769,35450,0
6/1/2015,BBG,51186541,15000,22.99,422.78,0,50000,0,OH,0,6911,82.3,12664.24,5421.29,7242.95,422.78,111434,8400,12382,136742,31272,29824,0
10/1/2015,S&P,61332689,10000,13.99,341.73,1,35000,1,WI,0,12843,55.1,8877.21,6792.07,2085.14,341.73,33200,23300,3689,50072,33200,26772,0
6/1/2016,Reuters,81334383,20000,14.46,688.03,1,130000,1,CA,0,13893,45.9,8261,4222.74,1953.46,688.03,335074,30300,67015,362800,13893,0,1
12/1/2015,Fake,65334488,21600,18.49,786.22,0,70000,1,LA,0,440,21,6714.74,2827.36,2001.34,786.22,42213,2100,8443,50918,42213,48818,1
2/1/2015,BBG,40472333,12000,10.49,257.87,1,50000,0,UT,0,10674,39,13154.97,12000,1154.97,10583.26,150265,27400,12522,177882,29780,20952,0
4/1/2015,S&P,45524607,21000,13.33,481.37,1,105000,1,FL,0,11190,66.2,24487.4,21000,3487.4,17268.38,412343,16900,68724,436522,26167,19622,0
3/1/2016,Reuters,73834097,12000,8.39,378.2,1,35000,1,NJ,0,7480,27.8,7936.61,6632.16,1304.45,378.2,11120,26900,1589,32900,11120,6000,0
10/1/2014,Fake,32299193,12000,8.39,378.2,1,60700,1,IL,0,15887,99.3,13609.57334,12000,1609.57,378.16,28511,16000,3168,37463,28511,21391,0
7/1/2017,BBG,111988780,4000,10.42,129.86,1,35000,1,HI,0,3244,55,514.81,385.49,129.32,129.86,17234,5900,3447,23480,17234,17580,0
4/1/2017,S&P,106348007,18850,23.99,542.17,0,156000,1,RI,0,3404,75.6,4287.11,1418.96,2868.15,542.17,325883,4500,54314,336485,42929,46985,0
7/1/2017,Reuters,113687594,9600,10.42,311.67,1,270000,1,CT,0,17665,61.9,1547.24,1161.55,385.69,311.67,979154,30200,48958,955909,334294,277709,0
12/1/2015,Fake,66085823,24000,9.76,771.72,1,130000,1,OH,0,33297,61.9,18508.27,15211.25,3297.02,771.72,201356,53800,12585,263879,59927,59729,0
5/1/2014,BBG,15610018,7200,12.99,242.57,1,95000,1,PA,0,9540,34.4,7354.1,7200,154.1,7111.53,69926,27700,5379,97404,69926,69704,0
7/1/2015,S&P,53804316,11000,9.17,350.67,1,35000,0,KY,0,9822,50.4,11974.42,11000,974.42,7777.59,25457,19500,2546,34791,25457,15291,0
6/1/2014,Reuters,19996807,6300,6.49,193.07,1,25000,0,TN,1,5807,12.7,6367.285089,6300,67.29,6174.22,163650,45800,13638,209621,45378,33787,0
9/1/2017,Fake,119279420,24000,19.03,622.97,0,80000,1,PA,0,2441,93.9,1322.06,488.59,833.47,622.97,95677,2600,23919,111333,12497,20033,0
7/1/2015,BBG,55238463,25000,10.99,543.44,1,92000,1,OH,0,24564,54.3,15744.5,10390.46,5354.04,543.44,282623,45200,18842,339182,89356,89770,0
7/1/2015,S&P,54543491,5200,17.86,187.63,0,70000,0,NH,0,7667,75.2,5820.82,5200,620.82,2.11,265354,10200,53071,304667,7667,0,0
8/1/2015,Reuters,56098337,5000,12.69,167.73,1,42000,1,NE,0,11619,66.8,5850.775412,5000,850.78,2489.37,55872,17400,3991,64008,55872,46608,0
9/1/2017,Fake,118219872,10000,10.91,326.97,1,70000,0,WA,0,9914,96.3,993.04,714.62,278.42,326.97,20252,10300,4050,28300,20252,18000,0
8/1/2016,BBG,86453444,20000,10.99,434.75,1,115000,1,OH,1,38187,51.9,22627.15729,20000,2627.16,16130.33,159116,73600,15912,231296,54139,22683,0
5/1/2014,S&P,17112682,8000,13.98,273.35,1,35000,1,MI,0,13047,61.8,6256.89,2101.21,905.64,273.35,13164,21100,1013,23100,13164,2000,1
2/1/2017,Reuters,98367475,6400,6.99,197.59,1,38958.4,1,KS,1,2639,18.2,1969.69,1645.78,323.91,197.59,31966,14500,3996,58610,31966,44110,0
5/1/2015,Fake,46673873,35000,9.99,1129.19,1,120000,1,NY,1,12538,61.2,35550.47,30219.23,5331.24,1129.19,246953,20500,30869,296672,68776,65936,0
6/1/2017,BBG,110702892,12000,10.91,392.36,1,46000,0,GA,0,8104,58.3,2382.4,1738.66,643.74,392.36,227619,13900,9105,233677,108885,97533,0
8/1/2013,S&P,6786989,21000,10.64,683.94,1,85000,1,MD,0,37872,61.6,23475.02001,21000,2475.02,13221.46,250476,61450,19267,285399,43240,15000,0
7/1/2016,Reuters,84373731,19800,10.99,648.14,1,330000,0,CA,0,16528,28,11006.29,8544.6,2461.69,648.14,76712,59640,3652,198221,76712,138581,0
9/1/2014,Fake,26549612,12000,9.17,250.1,1,60000,0,CA,1,14526,25.5,13656.59,12000,1656.59,8904.69,261570,57000,17438,337485,25429,33285,0
5/1/2016,BBG,77537484,15000,11.99,498.15,1,32000,1,FL,0,8500,12.2,15006.8,15000,6.8,15026.78,8704,69600,435,69804,8704,0,0
12/1/2014,S&P,37087427,12000,13.66,408.16,1,65000,0,CA,0,11687,69.6,14684.3287,12000,2684.33,407.84,61965,16800,6197,102630,61965,85830,0
11/1/2012,Reuters,2092007,20000,15.31,479.06,1,85000,1,VA,0,8401,84,2548.06,677.6,753.91,479.06,310062,10000,51677,319644,60721,54644,1
4/1/2014,Fake,12245198,28000,7.9,876.13,1,1.00E+05,0,TX,1,13586,23.2,31516.01147,28000,3516.01,3479.85,51301,58500,3664,121759,51301,63259,0
2/1/2014,BBG,12134932,35000,14.64,1207.13,1,85000,1,TX,0,11422,26.2,43456.46977,35000,8456.47,1206.92,45709,43600,3265,87018,45709,43418,0
4/1/2016,S&P,77330084,8000,11.47,263.7,1,40000,1,CA,0,8080,41.2,8694.942766,8000,679.94,6595.54,25616,19600,3659,44252,25616,24652,0
8/1/2017,Reuters,116248107,18000,12.62,406.07,1,135000,0,VA,0,3487,5.7,1643.21,880.85,762.36,406.07,22473,61700,2043,88645,22473,26945,0
3/1/2015,Fake,42494683,21000,9.99,677.52,1,71000,1,CO,0,22328,81.8,22488.37,19142.82,3345.55,677.52,87037,27300,5120,82039,87037,54739,0
12/1/2016,BBG,93704028,19000,7.99,595.31,1,193000,0,NJ,1,7220,10.7,7126.85,5835.83,1291.02,595.31,370590,67500,18530,442391,27020,30391,0
12/1/2013,S&P,9238835,24500,13.53,564.12,1,63000,1,CO,0,9357,58.5,27077.76029,18201.64,8876.12,564.12,171684,16000,28614,190575,24939,20075,0
6/1/2017,Reuters,111716345,35000,15.05,1214.15,1,55000,1,OH,0,10105,91.9,7255.64,4794,2461.64,1214.15,93301,11000,18660,121838,10105,0,0
9/1/2013,Fake,7066362,16000,9.71,514.1,1,70000,0,TX,0,6049,42.9,18312.53,16000,2312.53,5460.03,183686,14100,26241,203955,6049,0,0
7/1/2015,BBG,55100083,15000,9.99,483.94,1,170000,1,MA,0,18625,37.6,16642.83,15000,1642.83,9400.38,50632,49600,1746,118464,50632,62522,0
10/1/2014,S&P,28593909,20000,11.67,441.57,1,88000,1,GA,0,27325,58.3,23439.92,20000,3439.92,15030.05,46494,46900,3576,83329,46494,36429,0
3/1/2017,Reuters,100116126,23250,15.99,565.28,1,85000,1,IL,0,21583,35.1,25408.73793,23250,2158.74,22058.37,73276,61500,3186,163850,73276,102350,0
3/1/2016,Fake,75131926,28000,7.89,566.27,1,1.00E+05,1,FL,0,29665,53,11313.13,8140.2,3172.93,566.27,363173,56500,25940,397603,30606,0,0
9/1/2012,BBG,1489913,15000,15.8,525.88,1,40000,0,VT,0,12921,76.9,18340.80849,15000,3340.81,6785.39,37195,16800,4649,50170,37195,33370,0
3/1/2014,S&P,12675732,14400,15.61,347.21,1,41600,1,VT,0,3668,20.2,20009.91777,14400,5609.92,6468.73,182316,18200,13023,202111,68623,67911,0
3/1/2013,Reuters,3538785,22250,17.27,556.21,1,50365,1,CA,0,8584,60,23816.88126,22250,1566.88,21594.01,111848,14300,22370,124042,8584,0,0
9/1/2016,Fake,88363022,7500,7.59,233.61,1,120000,1,CA,0,128672,71,3496.24,2919.68,576.56,233.61,428379,181760,15299,528869,72905,43146,0
8/1/2014,BBG,24646704,20950,23.43,815.68,0,67300,1,GA,0,14618,62.2,29368.19396,20950,8418.19,3.71,54383,23500,3626,73619,54383,50119,0
8/1/2014,S&P,23363101,16000,16.99,397.56,0,85000,1,NJ,0,34914,72.6,15902.4,9117.81,6784.59,397.56,410084,48100,25630,445476,77483,42569,0
11/1/2016,Reuters,93112758,15000,12.74,503.54,1,60000,1,NY,0,14394,49.8,6535.4,4772.28,1763.12,503.54,26314,28900,2193,43900,26314,15000,0
8/1/2014,Fake,23975960,6500,10.15,210.2,1,29088,1,OK,0,4447,53.6,7566.981052,6500,1066.98,209.98,64976,8300,12995,99347,4447,0,0
8/1/2017,BBG,113217436,10000,9.93,322.35,1,70000,0,CA,0,15824,59.5,1283.88,970.36,313.52,322.35,15824,26600,1758,26600,15824,0,0
1/1/2014,S&P,11314741,5000,14.47,172.04,1,130000,1,PA,0,9590,60.3,5964.1,5000,964.1,2523.3,480095,15900,34293,520496,94418,87596,0
5/1/2016,Reuters,77391326,16000,21.97,441.63,0,80000,1,OH,0,5470,52.1,8371.44,3342.8,5028.64,441.63,209393,10500,13087,241492,70963,80670,0
3/1/2015,Fake,43449808,5000,12.69,167.73,1,43500,1,TN,0,4545,46.3,5350.06,4345.36,1004.7,167.73,140757,9809,14076,153175,22714,21680,1
5/1/2016,BBG,77299976,20000,8.39,409.28,1,80000,0,OK,1,15399,32.4,7757.68,5454.4,2303.28,409.28,180314,47600,18031,249197,45070,43110,0
11/1/2013,S&P,8571230,10000,10.99,327.34,1,95000,1,MO,0,13082,61.7,11781.37,10000,1781.37,651.81,209879,21200,16145,236715,34761,38658,0
10/1/2014,Reuters,29954841,28000,7.69,873.42,1,4.00E+05,1,MT,0,22077,38.7,31481.29785,28000,3437.63,6.47,292383,57100,26580,399791,83680,118131,0
3/1/2016,Fake,74985153,14725,19.99,390.05,0,90000,0,TN,0,4446,38.7,6598.14,2594.37,4003.77,390.05,89671,11500,6898,133882,11072,37399,0
4/1/2017,BBG,104261603,12150,13.49,412.26,1,125000,1,PA,0,61118,82.8,3279.87,2294.14,985.73,412.26,835649,73800,75968,995300,106193,55000,0
11/1/2016,S&P,92246135,11200,17.99,404.86,0,55000,1,WI,0,7242,48.6,5551.99,3732.91,1819.08,404.86,39650,14900,3304,57486,39650,42586,0
10/1/2014,Reuters,20760915,3000,17.57,107.82,0,10000,0,OH,0,2359,65.5,3834.713743,3000,834.71,518.68,6975,3600,1395,9457,6975,5857,0
2/1/2016,Fake,68675455,10000,21.18,377.68,0,20000,1,SD,0,7228,81.2,6303.35,3180.97,2164.17,400,14558,8900,2426,16400,14558,7500,1
4/1/2014,BBG,14700342,27675,20.49,740.79,0,70000,0,CA,0,31280,69.7,7407.9,2898.17,4509.73,740.79,337707,44900,30701,360492,54082,25936,1
10/1/2013,S&P,7718970,6000,10.99,196.41,1,29161,1,IN,0,1942,28.1,6645.490002,6000,645.49,1319.79,117659,6900,19610,136842,4889,13444,0
5/1/2017,Reuters,109060647,23925,19.03,621.03,0,98500,1,TX,0,19950,46.1,25172.69449,23925,1247.69,23981.22,68355,43300,2734,97150,68355,53850,0
8/1/2014,Fake,24635297,13600,6.03,413.93,1,138000,0,KY,1,3322,18.3,14899.49041,13600,1299.49,825.87,305647,18200,61129,342739,7925,20539,0
5/1/2017,BBG,109983429,23750,9.44,760.12,1,65000,1,DC,1,23084,43.6,5196.29,4108.97,1087.32,760.12,233912,53000,38985,272656,233912,219656,0
9/1/2013,S&P,7083673,6000,7.62,186.97,1,69800,0,NC,1,6186,10.5,6694.422656,6000,694.42,171.38,223278,59100,13134,301475,8693,19125,0
8/1/2017,Reuters,116595958,6000,12.62,201.07,1,58000,1,NC,0,13816,44,800.07,560.65,239.42,201.07,135877,31400,16985,135853,135877,104453,0
7/1/2016,Fake,85026907,24000,13.99,558.32,1,60000,0,MN,0,16345,52.2,8895.81,4867.99,4027.82,558.32,53903,31300,3850,76300,53903,45000,0
5/1/2016,BBG,77326532,24000,5.32,722.76,1,130000,0,MI,0,29985,44.4,13742.34,12190.06,1552.28,722.76,56074,67500,6230,107500,56074,40000,0
9/1/2015,S&P,60587267,28000,20.99,757.34,0,68000,1,PA,0,36431,64.6,13511.39,6961.43,6549.96,757.34,66270,92400,4418,123150,66270,30750,1
5/1/2013,Reuters,4275749,6300,13.11,212.61,1,84000,0,MA,0,47297,58.5,7634.68,6300,1334.68,1043.77,78106,80800,3905,129789,78106,48989,0
2/1/2015,Fake,40482070,20000,13.66,461.85,1,130000,1,CO,0,26142,82.7,24792.22473,20000,4792.22,13738.18,412666,31600,31744,453746,63562,60102,0
7/1/2016,BBG,85721907,6000,13.49,203.59,1,40000,1,CO,0,4587,77.7,3456.53,2534.69,921.84,203.59,12859,5900,2572,15400,12859,9500,0
4/1/2015,S&P,46195549,20000,12.69,451.9,1,140000,1,MA,0,15580,80.7,10831.5,6528.82,4302.68,451.9,39074,19300,3552,51914,39074,32614,1
10/1/2015,Reuters,61384039,13000,7.26,402.95,1,70740,0,CA,0,21557,53,10463.59,9101.42,1362.17,402.95,86466,40700,7861,187813,86466,147113,0
1/1/2017,Fake,96565379,18000,13.49,414.09,1,59500,0,MI,0,20256,72.6,4113.92,2227.79,1886.13,414.09,134269,27900,13427,159808,21325,2008,0
10/1/2016,BBG,91199270,5000,15.59,174.78,1,51500,1,PA,0,2318,29,2436.09,1674.33,761.76,174.78,178379,8000,22297,212744,36611,50594,0
7/1/2013,S&P,5786060,8875,14.09,303.72,1,40669.44,1,FL,0,17403,50,7124.27,4719.22,1657.29,303.72,169549,34800,14129,192662,60898,47520,1
2/1/2015,Reuters,41093678,9600,6.39,293.76,1,42000,0,AL,0,6246,17.6,10506.37193,9600,906.37,2872.76,15307,35400,957,48770,15307,13370,0
4/1/2015,Fake,44845153,12000,9.17,250.1,1,36000,1,NH,0,9575,52.3,7997.09,5717.71,2279.38,250.1,26394,18300,3771,38369,26394,20069,0
11/1/2016,BBG,92235735,6325,11.39,208.25,1,54260,1,NJ,1,22551,62,1033.25,755.18,278.07,208.25,312756,36400,31276,353283,44550,26026,1
12/1/2014,S&P,20579060,8950,20.99,337.15,0,28000,1,CO,0,14721,93.8,12094.36954,8950,3144.37,338.86,18144,15700,2268,23032,18144,7332,0
8/1/2016,Reuters,87174454,8000,8.99,254.37,1,57000,1,MN,1,15607,31,8636.085995,8000,636.09,5842.02,213411,50300,14227,275599,35172,39110,0
10/1/2015,Fake,63304316,6400,9.99,206.48,1,27000,0,MI,0,12069,31.4,5361.38,4426.68,934.7,206.48,17040,38400,1136,49498,17040,9996,0
2/1/2016,BBG,72997407,15000,7.39,465.84,1,52923,1,IL,0,15662,45.7,10201.36,8769.97,1431.39,465.84,82716,34300,9191,100278,82716,65978,0
10/1/2016,S&P,91613223,5000,8.99,158.98,1,61100,1,OK,0,6803,64.2,2220.73,1786.68,434.05,158.98,23618,10600,2362,33600,23618,23000,0
1/1/2016,Reuters,70040220,8000,8.49,252.51,1,74500,1,TX,0,10421,45.9,8913.01286,8000,913.01,3606.68,62377,22700,7797,88674,62377,65974,0
7/1/2017,Fake,112877162,6000,13.59,203.88,1,41700,1,FL,0,10139,60,1014.87,695.22,319.65,203.88,14457,16900,1807,48754,14457,31854,0
2/1/2016,BBG,71493400,20000,10.75,652.41,1,48500,1,CA,0,54767,18.8,13179.58,10308.56,2805.78,86.82,56999,117600,2714,122490,56999,4890,0
7/1/2016,S&P,83377363,4000,11.49,131.89,1,17052,1,CA,0,2803,52.9,4188.897942,4000,188.9,3663.89,6730,5300,1122,10725,6730,5425,0
6/1/2017,Reuters,110202591,23000,19.03,597.02,0,70000,1,CO,0,23278,72,3593.54,1449.59,2143.95,597.02,68241,32150,6824,83798,68241,51648,0
6/1/2016,Fake,81567777,39600,13.67,914.67,1,130000,1,NC,1,41557,66.3,16433.99,9203.28,7230.71,914.67,356768,62700,39641,449738,56011,64407,0
6/1/2017,BBG,110033022,7500,11.99,249.08,1,25000,1,TX,0,7997,87.9,1489.48,1071.3,418.18,249.08,15413,9100,3853,17866,15413,8766,0
10/1/2015,S&P,61330175,12200,8.18,383.32,1,60000,1,CA,0,19585,49.5,12694.2,12200,494.2,10791.46,312900,39600,17383,368177,55102,56277,0
11/1/2014,Reuters,35084152,17550,22.99,679.27,0,39949,1,GA,0,22571,83.3,22199.85,17550,4649.85,12055.63,94375,27100,9438,112457,44713,31748,0
1/1/2013,Fake,3064637,20000,12.12,665.44,1,99000,1,GA,0,39273,91.1,22879.76601,20000,2879.77,11571.43,150243,43100,21463,126645,150243,83545,0
2/1/2016,BBG,71117320,15000,6.49,459.67,1,48000,0,FL,0,111676,32.2,10123.55,8818.41,1305.14,459.67,111676,184400,5878,184400,111676,0,0
8/1/2013,S&P,6634703,4800,25.99,143.69,0,27600,1,FL,0,5623,46.5,2356.57,537.02,1184.38,143.69,18676,12100,3113,31988,18676,19888,1
11/1/2015,Reuters,65833287,24000,12.05,797.72,1,69331.11,1,NE,0,18318,53.2,16711.95,12943.26,3768.69,797.72,197132,34400,19713,223164,80292,71264,0
1/1/2014,Fake,10160591,19075,18.25,486.98,0,81000,1,NV,0,41498,44.8,23090.4,19075,4015.4,16759.72,405521,92600,22529,554897,61196,44047,0
12/1/2014,BBG,37610751,10000,14.99,346.61,1,75000,1,KY,0,27644,88,11434,10000,1434,7287.17,255284,31400,18235,266634,163130,136117,0
4/1/2014,S&P,14469731,10500,21.18,285.13,0,43000,1,MI,0,12990,46.7,15855.72826,10500,5355.73,5876.18,136276,27800,12389,163008,23465,20328,0
7/1/2015,Reuters,57074291,33000,23.99,949.16,0,66000,1,MD,0,31629,74.6,8386.16,2151.69,6234.47,480,217323,42400,24147,317400,31629,0,1
6/1/2016,Fake,81454195,15000,9.16,478.12,1,135000,1,NJ,0,11523,93.7,8615.74,6986.48,1629.26,478.12,383181,12300,54740,407665,44860,43865,0
4/1/2014,BBG,13547888,15850,23.43,450.75,0,55000,1,NY,0,15938,54.6,19850.67,9707.3,10143.37,450.75,143409,29200,11951,166559,43554,29843,0
8/1/2014,S&P,26127306,8000,13.98,273.35,1,230000,1,NY,0,87374,64.1,9608.44,8000,1608.44,3321.39,607411,94600,43387,655237,106282,48417,0
1/1/2017,Reuters,96541744,8000,17.99,289.18,0,70000,1,CA,0,1656,35.2,3160.99,2007.73,1153.26,289.18,19420,4700,3237,26123,19420,20916,0
3/1/2016,Fake,75558136,20000,6.97,617.27,1,92000,1,CA,0,25589,47.1,12337.66,10594.83,1742.83,617.27,97083,54300,5394,140800,97083,86500,0
4/1/2014,BBG,14690447,5600,17.57,201.25,0,93000,1,MI,0,1282,19.7,7244.8823,5600,1644.88,201.13,56442,6500,7055,63654,56442,57154,0
6/1/2015,S&P,51246378,20000,12.29,667.06,1,60000,1,MI,0,26759,60.8,20031.49,16102.79,3895.35,667.06,34928,44000,1940,55211,34928,11067,0
7/1/2014,Reuters,22473759,10000,8.39,315.17,1,72000,1,AZ,1,11144,47.4,10745.8,10000,745.8,7278.93,223066,23500,22307,257139,56731,60827,0
7/1/2016,Fake,85147815,14000,12.79,470.31,1,115800,1,TN,0,8616,74.9,9003.37,7090.59,1912.78,470.31,297080,11500,24757,337952,104731,109496,0
3/1/2016,BBG,73834872,12000,10.75,259.42,1,47000,1,WA,0,1065,19.4,13690.03322,12000,1690.03,9546.48,17272,5500,3454,28500,17272,23000,0
11/1/2015,S&P,63682561,15450,18.2,394.02,0,42000,1,NE,0,21820,80.2,9834.88,4811,5023.88,394.02,93814,27200,11727,108200,28107,15000,0
10/1/2015,Reuters,61340806,3200,9.17,102.02,1,44000,1,CO,0,19125,61.7,2650.89,2221.69,429.2,102.02,207180,31000,13812,244165,48513,47929,0
3/1/2014,Fake,13017214,15000,8.9,476.3,1,90000,0,MD,0,8820,33.5,16907.42001,15000,1907.42,5952.52,379858,26300,37986,456165,10341,15865,0
1/1/2016,BBG,69085631,30000,11.48,659.48,1,88864,1,FL,0,23397,53,15148.91,9531.95,5616.96,659.48,255364,44440,25536,304216,80023,63976,0
6/1/2017,S&P,109879941,3000,5.32,90.35,1,45000,0,NJ,1,14035,21.2,540.33,467.45,72.88,90.35,19036,66300,1120,89020,19036,22720,0
2/1/2017,Reuters,98916099,10000,13.49,339.31,1,78000,1,TX,0,5259,35.5,3385.61,2387.22,998.39,339.31,73109,14800,6646,94381,73109,78011,0
1/1/2014,Fake,10073712,35000,25.89,1408.13,0,80000,1,CA,0,0,0,35755.96098,35000,755.96,35757.36,0,7500,0,7500,0,0,0
12/1/2015,BBG,68262645,6000,9.17,191.28,1,65000,1,IL,0,9012,30.1,4583.08,3814.95,768.13,191.28,43609,29900,3115,70277,43609,40377,0
7/1/2015,S&P,53222579,10000,9.17,318.79,1,85000,0,NY,0,11936,41.3,9239.82,7835.18,1404.64,318.79,57169,28900,7146,87599,57169,46449,0
11/1/2013,Reuters,8555702,8000,9.67,256.9,1,55000,1,MA,0,5720,24.9,8756.769383,8000,756.77,5418.11,247121,23000,30890,265502,15073,9752,0
9/1/2016,Fake,88815614,8000,11.49,263.78,1,61000,1,OR,0,13032,59.2,3951.59,3003.92,947.67,263.78,264402,22000,16525,303435,73201,66435,0
9/1/2015,BBG,60536654,10000,8.18,314.2,1,92000,0,OH,0,8081,59,10879.11643,10000,879.12,6208.46,230160,13750,32880,251559,28590,24010,0
7/1/2013,S&P,5802219,20000,17.27,499.96,1,64000,1,TN,0,16451,75.8,26577.83,16667.13,9885.7,499.96,23252,21700,5813,38835,23252,17135,0
5/1/2014,Reuters,17172742,31500,7.69,982.6,1,150000,1,PA,1,32139,42,33827.58,31500,2327.58,22036.38,203154,76500,7814,271632,76780,60132,0
4/1/2016,Fake,76063905,28000,6.97,864.18,1,216300,1,ND,0,30682,63,17216.12,14832.8,2383.32,864.18,211476,48700,15105,277778,211476,229078,0
10/1/2015,BBG,60952454,10000,7.26,309.97,1,150000,0,GA,0,11234,24.9,10428.23,10000,428.23,8548.25,223035,45200,27879,352948,54494,109748,0
1/1/2014,S&P,10787016,10000,13.53,339.5,1,37000,1,NH,0,9577,45.8,11832.55,10000,1832.55,5042.55,10531,20900,878,24560,10531,3660,0
12/1/2015,Reuters,67918234,8400,17.86,303.1,0,42000,1,AL,0,19657,69.2,7095,4952.34,2142.66,303.1,95821,28400,4356,97207,95821,68807,0
11/1/2015,Fake,63349955,6000,13.67,204.11,1,95000,1,TX,0,38391,88.5,5098.19,3901.15,1197.04,204.11,375489,43400,37549,400332,180313,139856,0
10/1/2015,BBG,61409379,5000,14.65,172.48,1,36000,1,TX,0,4599,31.7,2251.44,1552.32,699.12,172.48,133185,14500,9513,145299,17677,13955,1
12/1/2016,S&P,94037461,15000,18.99,389.03,0,84000,1,FL,0,6651,27.6,3874.48,1629.23,2245.25,389.03,64883,24100,4635,116853,64883,92753,0
6/1/2017,Reuters,110728185,10000,20,371.64,0,71600,1,CA,0,9446,43.1,2218.73,1282.24,936.49,371.64,143396,21900,8962,169341,39606,38505,0
1/1/2014,Fake,10151034,30000,20.5,803.19,0,126000,1,NY,0,28406,93.7,37665.10998,20697.82,16967.29,718.37,222305,30300,24701,255592,74766,73292,0
5/1/2014,BBG,14859017,12000,15.61,419.58,0,58000,0,MI,0,7363,93.2,13943.21,12000,1943.21,8488.67,93434,7900,8494,122922,17131,33222,0
11/1/2016,S&P,93880762,12000,11.44,263.55,1,155000,0,CA,0,26257,86.7,3414.71,2053.83,1360.88,263.55,510072,30300,51007,632618,58707,56068,0
9/1/2016,Reuters,88795676,2400,9.49,76.87,1,145000,0,NC,0,26709,97.5,1151.78,918.11,233.67,76.87,420666,27400,22140,449218,166906,151103,0
9/1/2014,Fake,25897354,29375,16.99,729.89,0,64000,1,CA,0,28801,70.9,28465.71,16196.14,12269.57,729.89,32758,40600,6552,45615,32758,5015,0
9/1/2013,BBG,7087561,27575,14.33,946.88,1,1.00E+05,1,IL,0,36181,60.9,33504.72998,27575,5929.73,9832.73,319470,59400,22819,373562,40928,30654,0
2/1/2013,S&P,3296760,10000,12.12,332.72,1,55000,1,MA,0,4942,69.6,11798.38,10000,1798.38,1484.09,50576,7100,7225,62890,50576,32592,0
4/1/2015,Reuters,46692951,21075,23.99,606.17,0,46000,1,GA,0,4938,34.1,18805.91,7832.6,10973.31,606.1720997,213569,14500,10170,248238,93306,89262,0
6/1/2017,Fake,110063589,20000,14.08,684.33,1,110000,0,IL,0,26208,70.1,4074.69,2778.37,1296.32,684.33,291181,37400,36398,309314,46611,22164,0
9/1/2014,BBG,26198912,28775,14.49,676.88,1,60000,1,CA,0,37064,83.3,37890.77446,28775,9115.77,16230.61,62133,44500,7767,81637,62133,37137,0
3/1/2017,S&P,100072378,15000,7.49,466.53,1,1.00E+05,1,MS,0,12289,50.6,4192.53,3441.17,751.36,466.53,31708,24300,5285,50814,31708,26514,0
11/1/2013,Reuters,8805674,26500,23.4,753.16,0,60000,1,CA,0,39674,50.1,18925.74,5715.57,9347.45,753.16,39674,79200,4959,79200,39674,0,1
9/1/2017,Fake,118640468,20200,14.08,691.18,1,54000,1,TX,0,20231,49.7,2105.15,1378.56,726.59,691.18,27024,40700,1422,60700,27024,20000,0
9/1/2016,BBG,90146568,5500,23.99,215.76,0,37000,0,MD,0,800,14,3020.36,1690.05,1330.31,215.76,28524,5700,4754,46769,28524,41069,0
5/1/2015,S&P,49076223,11200,8.18,351.9,1,60000,1,NY,0,1480,98.7,10903.81,9475.99,1427.82,351.9,17126,1500,4282,47378,17126,45878,0
1/1/2013,Reuters,3007542,23200,7.62,722.95,1,104400,0,VA,0,38679,43.5,26016.54,23200,2816.54,2159.19,198932,89000,13262,277827,49786,35977,0
6/1/2017,Fake,111737074,7000,7.97,219.26,1,33203,1,CA,0,6073,27,1312.46,1053.98,258.48,219.26,17592,22500,1466,50179,17592,27679,0
4/1/2016,BBG,76271339,40000,10.75,864.72,1,113000,1,MA,1,14630,43,45351.64035,40000,5351.64,32428.62,675808,34000,75090,738001,35446,31501,0
4/1/2015,S&P,46675170,11500,9.17,366.61,1,50000,0,CT,0,11776,35.2,11354.29,9708.34,1645.95,367.71,48868,33500,6109,70566,48868,37066,0
10/1/2013,Reuters,6520939,21200,10.99,693.97,1,65000,1,TX,0,31137,56.2,23076.91775,21200,1876.92,16140.31,341128,55356,22742,388023,124164,100942,0
8/1/2015,Fake,56502843,21625,14.65,510.5,1,90000,0,NJ,0,13600,40.2,27279.103,21625,5654.1,15062.3,355568,33800,25398,406549,33571,32649,0
10/1/2015,BBG,61662391,6000,13.99,205.04,1,32500,1,MI,0,3901,36.8,3419.79,1729.17,738.3,205.04,27287,10600,3898,37165,27287,26565,1
3/1/2016,S&P,74111791,10000,11.99,332.1,1,75000,1,SC,0,11981,56.5,10750.39,10000,750.39,8732.16,231115,21200,28889,255041,17862,12455,0
